DISPOSITIF,SEXE,MARQUE,CHEVILLE MIN,CHEVILLE MAX,MOLLET MIN,MOLLET MAX,CUISSE MIN,CUISSE MAX,HANCHE MAX,TAILLE,HAUTEUR MIN,HAUTEUR MAX,HAUTEUR,DENOMINATION
CHAU7 ATH,HOMME,SIGVARIS,29,32,44,51,62,77,-,T5,0,39,COURT,SIGVATIS CHAU7 ATH TAILLE COURT T5 : 3611610073215
CHAU7 ATH,HOMME,SIGVARIS,29,32,44,51,62,77,-,T5,39,44,NORMAL,SIGVATIS CHAU7 ATH TAILLE NORMAL T5 : 3611610073260
CHAU7 ATH,HOMME,SIGVARIS,29,32,44,51,62,77,-,T5,44,1000,LONG,SIGVATIS CHAU7 ATH TAILLE LONG T5 : 3611610073314
CHAU7 ATH,FEMME,SIGVARIS,17,20,29,36,45,60,-,T1,0,39,COURT,SIGVATIS CHAU7 ATH TAILLE COURT T1 : 3611610073178
CHAU7 ATH,FEMME,SIGVARIS,17,20,29,36,45,60,-,T1,39,44,NORMAL,SIGVATIS CHAU7 ATH TAILLE NORMAL T1 : 3611610073222
CHAU7 ATH,FEMME,SIGVARIS,17,20,29,36,45,60,-,T1,44,1000,LONG,SIGVATIS CHAU7 ATH TAILLE LONG T1 : 3611610073277
CHAU7 ATH,FEMME,SIGVARIS,20,23,32,39,48,63,-,T2,0,39,COURT,SIGVATIS CHAU7 ATH TAILLE COURT T2 : 3611610073185
CHAU7 ATH,FEMME,SIGVARIS,20,23,32,39,48,63,-,T2,39,44,NORMAL,SIGVATIS CHAU7 ATH TAILLE NORMAL T2 : 3611610073239
CHAU7 ATH,FEMME,SIGVARIS,20,23,32,39,48,63,-,T2,44,1000,LONG,SIGVATIS CHAU7 ATH TAILLE LONG T2 : 3611610073284
CHAU7 ATH,FEMME,SIGVARIS,23,26,36,43,54,69,-,T3,0,39,COURT,SIGVATIS CHAU7 ATH TAILLE COURT T3  : 3611610073192
CHAU7 ATH,FEMME,SIGVARIS,23,26,36,43,54,69,-,T3,39,44,NORMAL,SIGVATIS CHAU7 ATH TAILLE NORMAL T3 : 3611610073246
CHAU7 ATH,FEMME,SIGVARIS,23,26,36,43,54,69,-,T3,44,1000,LONG,SIGVATIS CHAU7 ATH TAILLE LONG T3 : 3611610073291
CHAU7 ATH,FEMME,SIGVARIS,26,29,40,47,58,73,-,T4,0,39,COURT,SIGVATIS CHAU7 ATH TAILLE COURT T4 : 3611610073208
CHAU7 ATH,FEMME,SIGVARIS,26,29,40,47,58,73,-,T4,39,44,NORMAL,SIGVATIS CHAU7 ATH TAILLE NORMAL T4 : 3611610073253
CHAU7 ATH,FEMME,SIGVARIS,26,29,40,47,58,73,-,T4,44,1000,LONG,SIGVATIS CHAU7 ATH TAILLE LONG T4 : 3611610073307
CHAU7 ATH,FEMME,SIGVARIS,29,32,44,51,62,77,-,T5,0,39,COURT,SIGVATIS CHAU7 ATH TAILLE COURT T5 : 3611610073215
CHAU7 ATH,FEMME,SIGVARIS,29,32,44,51,62,77,-,T5,39,44,NORMAL,SIGVATIS CHAU7 ATH TAILLE NORMAL T5 : 3611610073260
CHAU7 ATH,FEMME,SIGVARIS,29,32,44,51,62,77,-,T5,44,1000,LONG,SIGVATIS CHAU7 ATH TAILLE LONG T5 : 3611610073314
